Total Weight,volume,Average Weight,Number Density,Mass Density,Bond Length,Number of Atom,Number of unpaired Electron,Average Number of Electron,Maximun Principle quantum number,Pauling Electronegativity,DFT Heat Capcity,Log(DFT LTC)
62.30,35.20,20.77,0.09,2.94,2.02,3.00,0.67,10.00,2.33,3.09,61.49235677,1.073416499
517.98,112.75,86.33,0.05,7.63,2.50,6.00,2.67,37.33,4.33,2.43,138.4531235,1.560715438
420.98,76.29,70.16,0.08,9.16,2.10,6.00,2.00,29.33,3.33,2.73,117.135042,1.327794713
301.42,75.69,50.24,0.08,6.61,2.09,6.00,2.00,22.00,3.00,2.95,114.5384066,1.566531766
599.42,185.54,74.93,0.04,5.36,2.71,8.00,1.00,32.00,4.00,2.19,189.395987,0.600972896
694.45,310.53,69.45,0.03,3.71,2.91,10.00,1.20,29.80,3.80,2.34,243.0285634,-0.754363971
501.93,248.13,83.65,0.02,3.36,3.40,6.00,1.33,36.00,4.67,1.39,147.4877683,-0.332634226
419.72,132.02,52.47,0.06,5.28,2.41,8.00,1.50,23.00,3.50,2.26,174.5222829,0.656305872
511.51,109.07,42.63,0.11,7.79,1.58,12.00,2.00,18.33,2.67,2.88,183.8118937,1.596835251
358.06,146.43,59.68,0.04,4.06,2.92,6.00,1.33,27.33,4.00,1.78,145.2407455,-0.390302453
374.84,192.37,62.47,0.03,3.24,3.15,6.00,1.33,27.33,4.00,1.43,145.9648895,0.151584339
343.82,161.72,57.30,0.04,3.53,2.87,6.00,1.33,24.67,3.67,1.45,139.0709798,0.591131416
599.37,222.29,99.89,0.03,4.48,3.31,6.00,0.67,42.00,4.67,2.24,146.7134414,-0.012068712
379.38,214.97,63.23,0.03,2.93,3.29,6.00,1.33,27.33,4.00,1.28,146.2859667,0.167760266
578.84,156.59,57.88,0.06,6.14,2.33,10.00,2.40,25.60,3.60,2.26,202.1728507,1.196190007
200.62,171.70,16.72,0.07,1.94,1.52,12.00,1.00,7.67,1.83,1.94,150.1391347,0.145072038
464.57,129.11,58.07,0.06,5.97,2.42,8.00,1.50,25.50,3.50,2.37,175.5581559,0.814076597
371.83,145.43,46.48,0.06,4.25,2.23,8.00,1.50,21.00,3.25,2.37,173.6430562,0.655352967
98.08,46.28,24.52,0.09,3.52,2.15,4.00,1.50,12.00,2.75,2.33,77.67276809,1.135334109
507.62,151.59,63.45,0.05,5.56,2.54,8.00,1.50,27.50,3.75,2.22,177.9562356,0.770633583
296.37,186.68,37.05,0.04,2.64,2.76,8.00,1.50,18.00,3.50,1.84,185.2712123,0.668823718
1940.11,731.30,97.01,0.03,4.41,2.96,20.00,0.80,41.60,4.60,2.27,492.2273628,-0.868155802
264.32,249.74,33.04,0.03,1.76,3.26,8.00,1.50,16.00,3.50,1.19,193.4559088,-0.090968436
545.68,175.97,90.95,0.03,5.15,2.99,6.00,1.33,39.33,4.67,1.77,146.4340537,-0.378100496
232.28,64.70,58.07,0.06,5.96,2.42,4.00,1.50,25.50,3.50,2.37,87.88541647,0.862008073
144.45,50.40,36.11,0.08,4.76,2.20,4.00,1.50,16.50,3.00,2.33,80.21633871,0.974881507
450.80,169.15,75.13,0.04,4.43,2.89,6.00,1.33,33.33,4.33,1.78,145.0524437,0.167844864
208.25,77.83,52.06,0.05,4.44,2.64,4.00,1.00,23.00,3.50,2.23,92.18567367,0.515860603
489.81,189.75,40.82,0.06,4.29,2.31,12.00,1.67,18.67,3.17,2.32,257.3243092,0.539732483
213.72,103.56,35.62,0.06,3.43,2.59,6.00,0.67,16.00,2.67,1.94,99.17930416,0.628691979
166.85,45.73,41.71,0.09,6.06,1.99,4.00,1.50,19.00,3.00,2.61,75.24352452,1.698048323
1247.31,625.72,47.97,0.04,3.31,2.73,26.00,1.69,22.31,3.69,1.70,603.2132939,0.174346722
1503.49,574.50,62.65,0.04,4.35,2.54,24.00,2.17,27.83,4.00,1.90,567.1297813,0.134810125
1688.97,598.01,70.37,0.04,4.69,2.56,24.00,2.17,30.83,4.17,1.90,568.68753,0.1726613
2256.68,641.11,94.03,0.04,5.85,2.80,24.00,1.67,40.00,4.50,2.03,580.6684452,-0.680918937
2859.19,859.91,119.13,0.03,5.52,3.05,24.00,1.67,49.67,5.17,1.73,587.2993168,-0.266209097
2257.54,643.40,94.06,0.04,5.83,2.73,24.00,1.67,40.00,4.50,1.94,579.8336127,0.083487092
1930.84,609.24,80.45,0.04,5.26,2.72,24.00,1.33,34.67,4.33,1.97,577.6207612,0.212507213
684.05,271.95,57.00,0.04,4.18,2.59,12.00,1.33,25.67,3.83,1.98,279.2568084,0.351577301
489.55,236.38,40.80,0.05,3.44,2.53,12.00,1.33,19.67,3.50,2.00,276.1681023,0.38159636
1694.92,810.64,105.93,0.02,3.47,3.01,16.00,1.50,44.50,5.00,1.67,392.7179948,-1.433107038
545.68,183.74,90.95,0.03,4.93,2.95,6.00,1.33,39.33,4.67,1.77,145.4793056,0.09961159
385.63,180.07,32.14,0.07,3.56,2.31,12.00,1.33,15.33,3.00,2.65,254.2756295,0.642385371
679.39,204.46,75.49,0.04,5.52,2.92,9.00,1.33,33.33,4.33,1.69,215.7699648,-0.044126323
463.07,130.20,33.08,0.11,5.91,1.92,14.00,2.86,15.71,2.86,2.75,275.7541346,0.228075115
465.23,177.19,38.77,0.07,4.36,2.27,12.00,1.33,18.00,3.00,2.36,256.2302024,0.590366205
450.80,159.12,75.13,0.04,4.70,2.95,6.00,1.33,33.33,4.33,1.78,146.148828,-0.453120232
282.10,178.74,47.02,0.03,2.62,3.08,6.00,1.33,21.33,3.67,1.43,145.262329,0.292329925
379.57,182.63,47.45,0.04,3.45,1.92,8.00,1.00,20.50,3.00,2.42,161.059963,0.674662158
393.02,135.25,39.30,0.07,4.83,2.16,10.00,1.80,17.80,3.00,2.57,202.2283692,1.035829825
697.11,292.03,77.46,0.03,3.96,3.29,9.00,1.33,33.33,4.33,1.31,218.6694933,0.356032234
489.69,143.14,48.97,0.07,5.68,2.11,10.00,1.40,21.40,3.20,2.60,203.1283575,0.791037664
349.48,223.88,43.69,0.04,2.59,3.00,8.00,1.50,19.00,3.25,1.21,182.442551,0.467395962
124.92,42.02,41.64,0.07,4.94,2.32,3.00,1.33,18.67,3.00,2.04,52.07130252,1.357172258
416.26,174.17,41.63,0.06,3.97,2.03,10.00,1.20,18.00,2.70,1.75,153.1802877,-0.004027152
442.22,240.78,55.28,0.03,3.05,3.01,8.00,1.50,23.50,3.50,1.21,183.0699614,0.390628992
346.29,99.00,86.57,0.04,5.81,2.77,4.00,2.00,37.50,4.50,2.05,95.55322073,0.626405387
78.03,37.52,26.01,0.08,3.45,2.24,3.00,1.33,12.67,2.67,2.05,48.93086253,1.981460699
373.66,134.18,37.37,0.07,4.62,1.59,10.00,1.60,16.40,2.70,2.76,166.0453048,0.428615277
723.72,165.13,90.46,0.05,7.28,2.71,8.00,2.00,38.00,4.25,1.88,188.6520718,0.863219728
226.95,145.20,22.70,0.07,2.60,2.08,10.00,1.00,10.40,2.20,1.74,143.0249789,0.77096977
809.63,268.34,101.20,0.03,5.01,3.09,8.00,1.25,41.75,4.38,1.47,192.1059904,0.140776121
894.56,375.88,99.40,0.02,3.95,3.58,9.00,1.33,42.00,5.00,1.25,220.9842901,-0.238310162
321.64,177.57,40.20,0.05,3.01,2.48,8.00,1.00,18.50,3.00,2.44,149.5926425,1.24535636
612.14,243.85,51.01,0.05,4.17,2.58,12.00,1.67,23.67,3.67,2.13,275.2243906,0.943276819
375.91,99.15,93.98,0.04,6.30,2.39,4.00,1.50,40.00,4.25,2.34,92.20637812,0.909766351
313.13,172.12,39.14,0.05,3.02,2.16,8.00,1.50,18.00,3.25,2.13,179.7771302,0.081455328
612.57,142.88,61.26,0.07,7.12,2.25,10.00,1.40,26.00,3.40,2.62,210.5363293,0.711554168
369.39,177.42,61.56,0.03,3.46,3.03,6.00,1.33,27.33,4.00,1.44,143.0932691,0.4954472
279.34,73.68,69.83,0.05,6.30,2.54,4.00,2.00,30.00,3.75,2.07,89.90615403,1.19755162
616.66,254.81,77.08,0.03,4.02,3.07,8.00,1.50,31.50,3.75,1.17,184.943094,0.253119834
669.05,263.14,111.51,0.02,4.22,3.44,6.00,1.33,46.67,5.00,1.24,146.7564789,0.19007665
167.91,175.44,20.99,0.05,1.59,2.74,8.00,1.50,10.00,2.75,1.24,174.8403999,0.55264794
384.31,186.74,38.43,0.05,3.42,2.18,10.00,1.00,16.60,2.60,1.72,152.4444041,0.164382601
358.06,170.28,59.68,0.04,3.49,2.72,6.00,1.33,27.33,4.00,1.78,143.1374126,0.199728673
515.20,189.57,51.52,0.05,4.51,2.42,10.00,0.90,22.30,3.20,2.81,235.9126497,-0.413232714
146.05,65.82,36.51,0.06,3.68,2.44,4.00,2.00,17.50,3.25,1.99,89.35855397,1.134786775
217.51,58.91,72.50,0.05,6.13,2.59,3.00,1.33,30.67,3.67,1.84,55.96624041,1.180737396
711.54,273.72,88.94,0.03,4.32,3.10,8.00,1.50,36.00,4.00,1.16,185.325406,0.192445715
692.52,282.38,57.71,0.04,4.07,2.38,12.00,1.33,25.33,3.67,1.96,274.6745206,-0.065599192
243.06,164.77,24.31,0.06,2.45,2.12,10.00,1.00,11.20,2.30,1.73,151.2338178,-0.132143766
537.23,152.65,53.72,0.07,5.84,2.13,10.00,1.40,23.20,3.30,2.59,204.5236957,0.498282979
691.62,146.05,86.45,0.05,7.86,2.65,8.00,2.00,36.00,4.00,1.90,185.0102542,0.891256757
445.89,308.78,55.74,0.03,2.40,3.50,8.00,1.50,25.00,4.00,1.16,195.7642794,-0.075207447
318.45,218.12,26.54,0.06,2.42,1.86,12.00,1.00,12.00,2.17,1.91,176.4109969,-0.359015325
123.95,28.96,41.32,0.10,7.11,1.63,3.00,4.00,18.67,3.00,2.75,45.6620507,2.184132828
1170.14,328.07,146.27,0.02,5.92,3.04,8.00,1.50,59.50,5.50,1.85,196.1018069,-0.135868796
387.78,171.24,48.47,0.05,3.76,2.15,8.00,1.00,21.00,3.13,2.89,172.8311565,0.193875612
443.42,219.58,55.43,0.04,3.35,2.86,8.00,1.50,23.50,3.50,1.23,180.3645487,0.381562688
620.53,315.70,62.05,0.03,3.26,2.73,10.00,1.20,27.60,3.90,2.36,238.1528438,-1.033018661
259.58,145.01,32.45,0.06,2.97,2.05,8.00,1.75,15.75,3.00,2.40,160.7856196,0.810068898
173.56,50.16,57.85,0.06,5.75,2.45,3.00,1.33,24.67,3.33,1.89,55.53563036,0.993483258
682.64,207.47,68.26,0.05,5.46,2.14,10.00,1.00,28.40,3.30,2.99,221.1086572,-0.40263395
363.70,162.13,60.62,0.04,3.73,2.80,6.00,1.33,27.33,4.00,1.55,141.6642422,0.657670827
367.98,161.92,46.00,0.05,3.77,1.85,8.00,1.00,20.50,3.00,2.33,155.3917606,0.614397983
233.74,151.73,29.22,0.05,2.56,2.33,8.00,1.00,14.00,2.75,2.47,145.2009262,1.357757029
124.47,80.79,31.12,0.05,2.56,1.57,4.00,1.00,14.00,2.50,2.75,71.05180104,-0.151806776
763.93,278.90,127.32,0.02,4.55,3.53,6.00,1.33,52.67,5.33,1.23,146.9479938,0.236003722
549.13,199.64,91.52,0.03,4.57,3.10,6.00,1.33,39.33,4.67,1.62,147.233694,0.09340534
523.92,236.96,65.49,0.03,3.67,3.07,8.00,1.50,27.00,3.50,1.17,184.4263766,0.323279608
898.66,160.20,74.89,0.07,9.31,2.01,12.00,2.00,31.00,3.33,2.84,239.4504494,1.133852807
313.85,176.61,52.31,0.03,2.95,2.62,6.00,1.33,24.00,3.67,2.30,139.0644472,1.137501806
383.73,124.40,38.37,0.08,5.12,1.58,10.00,1.60,16.80,2.70,2.70,165.7489011,0.49128697
235.26,93.13,39.21,0.06,4.19,2.07,6.00,1.33,18.67,3.33,1.98,128.690512,1.105034187
281.49,164.20,46.92,0.04,2.85,2.94,6.00,1.33,21.33,3.67,1.44,139.8517729,0.565733723
430.53,177.48,53.82,0.05,4.03,2.22,8.00,1.00,23.25,3.25,2.91,179.5519665,0.097032756
299.92,95.23,74.98,0.04,5.23,2.74,4.00,2.00,33.00,4.25,2.05,95.11152226,0.849548393
292.91,149.07,36.61,0.05,3.26,2.11,8.00,1.00,16.50,2.88,2.89,171.1398867,0.338901185
480.28,132.14,48.03,0.08,6.04,2.15,10.00,1.80,21.00,3.10,2.57,201.6297359,1.045831314
475.16,153.78,52.80,0.06,5.13,2.21,9.00,1.33,22.67,3.11,3.08,198.6451269,0.077513251
846.23,325.02,94.03,0.03,4.32,3.41,9.00,1.33,39.33,4.67,1.29,220.0108215,0.179245302
880.71,253.13,110.09,0.03,5.78,2.81,8.00,1.50,46.00,4.75,2.08,193.7267873,0.27125751
440.02,198.22,73.34,0.03,3.69,3.16,6.00,1.33,30.67,4.00,1.30,142.7868796,0.408189068
545.60,184.81,90.93,0.03,4.90,3.09,6.00,1.33,39.33,4.67,1.56,146.9791929,0.180581731
121.98,45.79,40.66,0.07,4.42,2.40,3.00,1.33,18.67,3.00,2.00,50.9516874,1.570749142
190.03,73.04,47.51,0.05,4.32,2.53,4.00,2.00,22.00,3.50,2.09,90.27360151,1.086477288
809.12,227.25,89.90,0.04,5.91,3.02,9.00,1.33,39.33,4.67,1.66,218.2843665,0.104998949
240.70,65.09,40.12,0.09,6.14,1.99,6.00,2.67,18.00,2.83,2.89,113.1254975,1.389272429
859.01,308.94,143.17,0.02,4.62,3.60,6.00,1.33,58.67,5.67,1.21,148.2167894,-0.094689938
373.13,84.76,93.28,0.05,7.31,2.66,4.00,2.00,39.00,4.25,2.06,94.81531683,0.959376926
276.12,132.55,34.52,0.06,3.46,2.50,8.00,2.00,16.50,3.25,1.93,174.6471151,1.112841744
117.90,87.56,11.79,0.11,2.24,1.79,10.00,1.20,5.80,1.80,1.79,138.1634817,0.928805371
534.89,216.34,89.15,0.03,4.11,3.22,6.00,1.33,36.67,4.33,1.29,143.461605,0.091159105
537.09,258.93,67.14,0.03,3.44,3.03,8.00,1.50,28.00,3.75,1.20,183.4344612,0.265069515
437.61,179.96,72.94,0.03,4.04,3.00,6.00,1.33,30.67,4.00,1.44,141.85299,0.157695459
705.72,279.52,78.41,0.03,4.19,3.24,9.00,1.33,33.33,4.33,1.33,218.8838322,-0.087951625
376.37,183.34,62.73,0.03,3.41,2.97,6.00,1.33,27.33,4.00,1.43,140.2129504,0.575039975
507.61,280.51,63.45,0.03,3.00,3.27,8.00,1.50,27.50,4.00,1.21,194.4225844,-0.126733664
500.74,202.95,62.59,0.04,4.10,2.23,8.00,1.50,27.00,3.75,2.12,181.9861196,-0.099904277
512.55,176.89,85.43,0.03,4.81,3.09,6.00,1.33,35.33,4.00,1.38,144.4452466,0.296921012
275.01,151.34,27.50,0.07,3.02,1.98,10.00,1.20,12.60,2.40,1.75,151.2414805,0.229579463
389.24,95.51,97.31,0.04,6.77,2.74,4.00,2.00,41.00,4.50,2.03,95.19680369,0.964880057
464.26,194.68,77.38,0.03,3.96,3.06,6.00,1.33,33.33,4.33,1.43,143.4425385,0.422407615
337.94,177.35,33.79,0.06,3.16,2.16,10.00,1.00,14.80,2.50,1.72,148.7385354,0.724980003
640.48,201.41,106.75,0.03,5.28,3.12,6.00,1.33,45.33,5.00,1.55,147.2071148,0.167558543
589.49,265.75,98.25,0.02,3.68,3.47,6.00,1.33,42.00,5.00,1.28,146.358344,0.1284025
140.82,50.59,35.21,0.08,4.62,2.22,4.00,1.50,16.50,3.00,2.38,83.99292196,0.850729942
544.59,186.47,90.77,0.03,4.85,3.00,6.00,1.33,39.33,4.67,1.77,147.1146284,0.135587388
156.17,120.19,26.03,0.05,2.16,2.49,6.00,1.33,12.67,3.00,1.73,138.3195586,0.508794479
234.73,92.80,58.68,0.04,4.20,2.01,4.00,1.00,25.50,3.50,2.36,86.04597923,0.739313853
288.90,100.65,36.11,0.08,4.77,2.20,8.00,1.50,16.50,3.00,2.33,160.222293,0.95276662
389.11,197.23,48.64,0.04,3.28,2.80,8.00,1.50,22.50,3.75,1.84,186.5455185,0.56441354
193.89,85.39,48.47,0.05,3.77,2.48,4.00,1.00,21.00,3.25,2.42,94.62772777,0.206412065
99.94,48.11,24.99,0.08,3.45,2.23,4.00,1.50,12.00,2.75,2.29,81.76830132,1.05745182
639.47,192.66,106.58,0.03,5.51,3.11,6.00,1.33,45.33,5.00,1.76,147.9398877,-0.555055262
317.82,202.78,35.31,0.04,2.60,2.57,9.00,1.11,16.44,3.00,2.47,211.597442,-0.352982356
248.91,138.41,41.49,0.04,2.99,2.48,6.00,1.33,18.67,3.33,1.73,139.3854297,0.138816178
413.97,222.94,46.00,0.04,3.08,3.01,9.00,1.33,21.33,3.67,1.37,214.4815367,0.283557507
434.84,192.78,36.24,0.06,3.75,2.31,12.00,1.67,17.00,3.17,2.22,256.2609021,0.531189291
639.47,202.45,106.58,0.03,5.25,3.06,6.00,1.33,45.33,5.00,1.76,147.4008397,0.095124001
228.77,68.26,57.19,0.06,5.56,2.14,4.00,1.50,25.50,3.50,2.51,84.43560434,1.166824658
347.98,112.35,29.00,0.11,5.14,1.94,12.00,3.00,13.67,2.67,3.03,230.5074067,1.143784808
95.17,64.64,23.79,0.06,2.44,2.47,4.00,1.00,12.00,2.75,1.81,77.41538867,1.132547842
358.06,156.28,59.68,0.04,3.80,2.84,6.00,1.33,27.33,4.00,1.78,144.2629086,0.171505107
216.95,78.05,54.24,0.05,4.62,2.65,4.00,1.50,25.00,3.75,2.11,93.15180561,0.067572963
451.85,172.46,75.31,0.03,4.35,2.95,6.00,1.33,33.33,4.33,1.77,146.5071589,0.041941129
259.23,154.75,32.40,0.05,2.78,2.58,8.00,1.00,16.00,3.25,2.05,178.5328254,0.824772128
763.96,199.36,47.75,0.08,6.36,2.14,16.00,2.63,21.00,3.25,2.52,334.7387773,0.353185063
641.87,215.31,106.98,0.03,4.95,3.15,6.00,1.33,45.33,5.00,1.62,147.726793,0.15810405
160.00,66.12,40.00,0.06,4.02,2.45,4.00,1.50,18.50,3.25,2.23,87.01415249,0.956006661
684.17,186.45,85.52,0.04,6.09,2.74,8.00,1.00,36.50,4.25,2.24,192.6669238,-0.094787167
536.16,168.15,53.62,0.06,5.29,2.15,10.00,1.40,23.20,3.30,2.55,207.127298,0.120266746
205.56,107.68,20.56,0.09,3.17,1.55,10.00,1.60,10.00,2.40,2.73,161.7084805,0.646488682
229.04,162.30,28.63,0.05,2.34,2.36,8.00,1.00,14.00,3.00,2.13,179.6769051,0.802611832
233.32,104.89,23.33,0.10,3.69,1.54,10.00,1.60,11.00,2.40,2.76,151.1915706,0.878219139
230.34,103.48,23.03,0.10,3.70,1.54,10.00,1.60,11.00,2.40,2.77,157.8974104,0.875921279
463.06,186.65,57.88,0.04,4.12,1.91,8.00,1.00,25.00,3.25,2.31,158.6283892,0.648766464
324.12,184.24,40.52,0.04,2.92,2.39,8.00,1.00,18.50,3.25,2.12,183.2083663,0.700547966
468.48,197.31,58.56,0.04,3.94,1.95,8.00,1.00,25.00,3.25,2.37,161.3419667,0.546670136
686.31,186.01,85.79,0.04,6.13,2.74,8.00,1.00,36.50,4.25,2.34,192.6372559,0.08736135
346.17,136.66,34.62,0.07,4.21,1.60,10.00,1.60,15.40,2.70,2.69,167.5657616,0.023178356
309.88,119.73,30.99,0.08,4.30,1.57,10.00,1.90,13.90,2.60,2.72,165.6453142,0.224505438
593.31,177.76,74.16,0.05,5.54,2.64,8.00,1.00,32.00,4.00,2.18,190.7814891,0.565355812
253.11,116.29,25.31,0.09,3.61,1.56,10.00,1.60,11.80,2.50,2.72,163.7088968,0.449869063
516.55,200.67,64.57,0.04,4.27,2.80,8.00,1.00,27.50,3.75,2.09,190.5632258,0.543389187
1517.99,423.19,108.43,0.03,5.96,2.71,14.00,1.14,45.43,4.86,1.81,337.5407146,0.169635254
589.09,170.34,73.64,0.05,5.74,2.68,8.00,1.00,32.00,4.00,2.25,191.1728462,-0.113466035
327.59,121.83,32.76,0.08,4.47,1.58,10.00,1.60,14.60,2.60,2.76,162.2110492,0.611347961
295.05,99.29,73.76,0.04,4.93,2.55,4.00,1.00,32.00,4.00,2.18,96.10709006,0.19921746
283.03,113.94,28.30,0.09,4.12,1.56,10.00,1.60,12.80,2.50,2.75,153.3240654,0.772744547
390.66,163.23,48.83,0.05,3.97,2.57,8.00,1.00,21.00,3.25,2.11,181.1269666,0.662127963
277.88,112.04,27.79,0.09,4.12,1.56,10.00,1.60,12.80,2.50,2.77,160.3025332,0.766710207
220.42,88.84,22.04,0.11,4.12,1.51,10.00,2.10,10.50,2.40,2.78,156.7331023,1.183250858
441.08,158.82,44.11,0.06,4.61,2.11,10.00,1.40,19.60,3.10,2.56,203.14811,0.299318402
172.71,60.29,28.79,0.10,4.76,2.10,6.00,1.33,13.33,2.67,1.89,116.7121799,0.960886005
953.90,310.45,79.49,0.04,5.10,2.75,12.00,1.33,34.67,4.33,1.95,289.9197847,0.224481265
560.45,275.94,56.05,0.04,3.37,2.63,10.00,1.20,25.00,3.70,2.34,238.4020605,-0.14315636
174.27,83.36,17.43,0.12,3.47,1.82,10.00,1.10,8.50,2.00,1.89,135.1518968,0.848423142
176.37,87.55,17.64,0.11,3.35,1.82,10.00,1.10,8.50,2.00,1.86,142.6937282,0.480940678
117.66,90.27,11.77,0.11,2.16,1.81,10.00,1.10,5.90,1.80,1.80,141.7424894,1.081347308
344.83,100.56,34.48,0.10,5.69,2.00,10.00,0.90,15.30,2.40,1.93,151.9554514,0.53558524
295.53,101.39,29.55,0.10,4.84,1.96,10.00,0.90,13.70,2.30,1.97,144.7315325,0.742403021
339.98,96.03,34.00,0.10,5.88,1.92,10.00,1.00,15.20,2.40,1.93,143.4331758,0.511134393
381.33,99.21,38.13,0.10,6.38,1.99,10.00,1.20,16.80,2.50,1.97,140.8421946,1.0057809
253.01,99.79,25.30,0.10,4.21,1.87,10.00,1.00,12.00,2.30,1.90,150.6915497,0.389449613
339.98,96.03,34.00,0.10,5.88,1.92,10.00,1.00,15.20,2.40,1.93,143.4373751,0.5053942
478.25,111.36,47.83,0.09,7.13,1.99,10.00,0.90,20.30,2.60,1.98,157.6329218,0.177997963
475.39,112.17,47.54,0.09,7.04,1.96,10.00,1.00,20.20,2.60,1.98,158.5236837,-0.137737398
342.10,101.47,34.21,0.10,5.60,1.86,10.00,1.00,15.20,2.40,1.95,154.5502302,0.002986341
152.08,91.81,15.21,0.11,2.75,1.86,10.00,1.00,7.60,2.00,1.81,134.0610879,1.314436069
148.08,91.22,14.81,0.11,2.70,1.88,10.00,1.20,7.40,2.00,1.77,137.1840879,1.158935142
348.09,113.18,34.81,0.09,5.11,1.91,10.00,1.00,15.60,2.50,1.89,145.8323807,0.29311937
481.37,124.76,48.14,0.08,6.41,2.00,10.00,1.00,20.60,2.70,1.92,149.7880572,0.506505032
436.95,114.08,43.69,0.09,6.36,1.93,10.00,0.90,18.90,2.60,1.94,148.6671097,0.008174184
437.19,116.12,43.72,0.09,6.25,1.89,10.00,1.00,18.80,2.60,1.94,149.4691262,0.122215878
570.47,126.40,57.05,0.08,7.49,1.99,10.00,1.00,23.80,2.80,1.97,151.7871282,-0.189525528
247.16,106.46,24.72,0.09,3.86,1.93,10.00,1.00,11.20,2.20,1.80,135.5188358,1.321349836
210.14,133.39,21.01,0.07,2.62,2.00,10.00,1.20,10.00,2.20,1.81,147.4170043,0.778888924
391.53,144.13,39.15,0.07,4.51,2.02,10.00,1.20,17.00,2.50,1.89,159.0388101,-0.041961984
362.62,133.88,36.26,0.07,4.50,1.98,10.00,1.00,15.60,2.50,1.78,146.0733398,0.626504608
584.20,148.80,58.42,0.07,6.52,2.05,10.00,0.90,24.30,2.90,1.92,155.9321654,0.149803938
185.04,77.27,18.50,0.13,3.98,1.78,10.00,1.00,8.60,1.80,1.93,155.2249634,0.492467036
480.28,132.12,48.03,0.08,6.04,2.15,10.00,1.80,21.00,3.10,2.57,201.6074886,1.042181595
390.72,128.43,39.07,0.08,5.05,2.11,10.00,1.70,17.50,2.90,2.58,199.8330299,0.833006789
571.98,140.97,57.20,0.07,6.74,2.15,10.00,1.90,24.70,3.30,2.63,208.0979423,0.68145833
546.07,148.70,54.61,0.07,6.10,2.16,10.00,1.90,23.70,3.30,2.57,205.3601518,0.712523435
497.24,153.98,49.72,0.06,5.36,2.16,10.00,1.80,21.80,3.20,2.55,203.2561358,0.587621179
664.36,171.39,66.44,0.06,6.44,2.20,10.00,2.00,28.00,3.40,2.63,212.1215752,-0.372623901
565.98,151.36,56.60,0.07,6.21,2.23,10.00,1.30,24.50,3.30,2.58,211.3304106,0.61953158
631.14,138.81,63.11,0.07,7.55,2.23,10.00,1.40,26.80,3.40,2.63,215.1212865,0.437750563
783.90,147.51,78.39,0.07,8.82,2.16,10.00,1.90,32.50,3.50,2.77,208.1558925,0.471995402
640.94,155.97,64.09,0.06,6.82,2.19,10.00,1.90,27.30,3.50,2.56,207.4252988,0.456214155
592.12,162.94,59.21,0.06,6.03,2.18,10.00,1.80,25.40,3.40,2.54,204.2468748,0.524214317
590.58,182.91,59.06,0.05,5.36,2.31,10.00,1.20,25.60,3.40,2.97,227.4229669,0.025059969
603.38,193.31,60.34,0.05,5.18,2.45,10.00,0.90,25.50,3.30,2.83,236.7818685,-0.197486245
603.38,193.31,60.34,0.05,5.18,2.45,10.00,0.90,25.50,3.30,2.83,236.7876061,-0.202905657
217.38,85.22,21.74,0.12,4.24,1.83,10.00,1.10,10.10,2.00,1.91,148.9839735,0.668628159
251.56,94.42,25.16,0.11,4.42,1.87,10.00,0.90,11.90,2.20,1.93,139.7635754,0.492019642
384.84,103.14,38.48,0.10,6.20,1.96,10.00,0.90,16.90,2.40,1.96,145.2473828,0.728443067
387.71,104.20,38.77,0.10,6.18,2.02,10.00,0.80,17.00,2.40,1.96,149.1007174,0.740828319
340.22,94.71,34.02,0.11,5.97,1.88,10.00,1.10,15.10,2.40,1.93,142.2907434,0.315319465
473.50,103.05,47.35,0.10,7.63,1.97,10.00,1.10,20.10,2.60,1.96,145.2621768,0.411653371
479.92,115.14,47.99,0.09,6.92,1.99,10.00,0.90,20.50,2.60,1.95,139.9243627,0.134686993
390.61,112.86,39.06,0.09,5.75,2.01,10.00,0.90,17.30,2.50,1.96,140.915498,0.544799524
482.79,115.07,48.28,0.09,6.97,2.05,10.00,0.80,20.60,2.60,1.95,148.8865122,0.513923088
298.91,99.04,29.89,0.10,5.01,1.94,10.00,1.10,13.70,2.40,1.89,136.2516706,0.372930405
481.16,122.48,48.12,0.08,6.52,1.99,10.00,1.00,20.60,2.70,1.98,150.5337671,0.06703364
568.59,114.19,56.86,0.09,8.27,2.00,10.00,1.10,23.70,2.80,1.95,141.6143172,-0.206726608
313.68,124.51,31.37,0.08,4.18,2.11,10.00,1.30,13.90,2.40,1.78,155.4434997,0.630142998
299.56,126.67,29.96,0.08,3.93,2.00,10.00,1.10,13.70,2.40,1.88,149.2367299,-0.130856322
491.48,139.70,49.15,0.07,5.84,2.04,10.00,1.00,21.00,2.80,1.92,146.5901281,0.22284648
580.57,142.15,58.06,0.07,6.78,2.03,10.00,1.00,24.20,2.90,1.97,148.5278739,-0.130041153
465.58,260.29,46.56,0.04,2.97,2.59,10.00,1.20,21.40,3.50,2.34,237.5943576,-0.999218973
417.58,250.13,41.76,0.04,2.77,2.62,10.00,1.00,19.20,3.30,2.32,237.4382952,-0.605163229
449.53,241.35,44.95,0.04,3.09,2.57,10.00,1.20,20.60,3.40,2.35,238.4048172,-1.081838555
689.30,274.54,68.93,0.04,4.17,2.69,10.00,1.20,30.40,4.00,2.48,240.4362277,-0.342418338
604.42,286.39,60.44,0.03,3.50,2.69,10.00,1.20,26.80,3.80,2.38,238.5637197,-0.1059222
